"id","userid","anotheruser","firstcontacttimestamp","lastcontacttimestamp","distance","rssi","batterylevel"
146,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 13:01:05.577+00","2022-11-12 13:01:22.119+00",55,-74.0,40
147,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 13:19:55.787+00","2022-11-12 13:19:55.787+00",152,-79.0,39
148,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 13:34:39.888+00","2022-11-12 13:35:14.94+00",261,-88.0,36
149,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 13:34:41.895+00","2022-11-12 13:34:57.249+00",0,-42.0,36
150,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 13:52:45.578+00","2022-11-12 13:53:03.466+00",161,-82.0,34
151,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 13:01:13.339+00","2022-11-12 13:01:13.339+00",367,-92.0,78
152,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 13:55:00.504+00","2022-11-12 13:55:02.924+00",25,-60.0,74
153,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 13:55:44.447+00","2022-11-12 13:55:44.496+00",713,-104.0,74
154,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 13:55:44.479+00","2022-11-12 13:56:04.438+00",6,-53.0,74
155,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 13:53:20.124+00","2022-11-12 13:54:35.622+00",136,-77.0,34
156,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 13:53:35.586+00","2022-11-12 13:56:35.598+00",140,-85.0,34
157,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 13:57:26.988+00","2022-11-12 13:57:27.008+00",40,-64.0,34
158,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 13:56:21.116+00","2022-11-12 13:56:36.344+00",5,-53.0,74
159,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 13:56:52.223+00","2022-11-12 13:56:52.243+00",713,-104.0,74
160,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 17:01:40.814+00","2022-11-12 17:02:05.787+00",29,-62.0,20
161,"a90d7e53-db59-49be-9ccd-5709053f3202","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 13:34:45.143+00","2022-11-12 13:35:04.612+00",204,-84.0,52
162,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 13:34:45.181+00","2022-11-12 13:34:45.181+00",101,-51.0,52
163,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-12 17:26:17.762+00","2022-11-12 17:26:17.762+00",2,-48.0,24
164,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-12 17:26:26.696+00","2022-11-12 17:26:40.862+00",2,-48.0,24
165,"a90d7e53-db59-49be-9ccd-5709053f3202","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 17:26:26.711+00","2022-11-12 17:26:40.876+00",296,-90.0,24
166,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 17:25:39.403+00","2022-11-12 17:25:54.405+00",271,-89.0,99
167,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 17:27:58.769+00","2022-11-12 17:27:58.769+00",319,-83.0,98
168,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 17:27:58.894+00","2022-11-12 17:27:58.894+00",1,-46.0,98
169,"b63b2a50-0b1f-42de-8408-56cc47dd5565","a59fd8cb-21b2-4fb6-8431-6ad4943efe18","2022-11-12 17:44:21.32+00","2022-11-12 17:44:21.366+00",23,-82.0,64
170,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-12 19:12:59.28+00","2022-11-12 19:13:10.326+00",59,-65.0,25
171,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-12 19:12:59.372+00","2022-11-12 19:13:10.343+00",156,-80.0,25
172,"322dd597-9cd0-4f3a-bee0-34e44ce3bd95","70eb7e92-8560-437d-8d2b-7f1afbe05a5f","2022-11-13 16:29:24.619+00","2022-11-13 16:30:37.938+00",133,-78.0,70
173,"e36f6ef2-7c6c-46fe-8206-920b02da30b3","70eb7e92-8560-437d-8d2b-7f1afbe05a5f","2022-11-13 16:23:04.969+00","2022-11-13 16:23:04.969+00",296,-90.0,84
174,"322dd597-9cd0-4f3a-bee0-34e44ce3bd95","70eb7e92-8560-437d-8d2b-7f1afbe05a5f","2022-11-13 19:06:33.295+00","2022-11-13 19:06:33.295+00",129,-76.0,39
175,"322dd597-9cd0-4f3a-bee0-34e44ce3bd95","70eb7e92-8560-437d-8d2b-7f1afbe05a5f","2022-11-13 19:10:02.654+00","2022-11-13 19:10:02.654+00",129,-76.0,38
176,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 17:01:49.025+00","2022-11-12 17:03:26.159+00",83,-74.0,63
177,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 19:11:34.026+00","2022-11-13 19:11:34.026+00",119,-68.0,77
178,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 19:12:03.313+00","2022-11-13 19:12:03.313+00",55,-63.0,77
179,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 19:12:03.866+00","2022-11-13 19:12:03.866+00",108,-70.0,77
180,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 19:11:15.644+00","2022-11-13 19:13:00.953+00",30,-68.0,76
181,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 19:11:35.58+00","2022-11-13 19:13:00.937+00",122,-70.0,76
182,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 19:12:40.133+00","2022-11-13 19:13:11.504+00",40,-64.0,76
183,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 19:12:40.269+00","2022-11-13 19:13:11.597+00",7,-53.0,76
184,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 19:53:40.666+00","2022-11-13 19:53:40.724+00",346,-94.0,76
185,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:03:34.824+00","2022-11-13 22:04:53.266+00",367,-95.0,73
186,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:03:53.202+00","2022-11-13 22:04:53.312+00",68,-72.0,73
187,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:03:54.357+00","2022-11-13 22:05:01.271+00",35,-74.0,66
188,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:03:54.377+00","2022-11-13 22:05:01.286+00",245,-92.0,66
189,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:05:45.826+00","2022-11-13 22:05:45.826+00",64,-67.0,52
190,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:05:45.843+00","2022-11-13 22:05:45.843+00",129,-76.0,52
191,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:05:10.311+00","2022-11-13 22:06:23.464+00",278,-89.0,73
192,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:05:10.385+00","2022-11-13 22:06:23.548+00",24,-60.0,73
193,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:05:53.177+00","2022-11-13 22:06:23.508+00",97,-82.0,73
194,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 19:12:45.409+00","2022-11-13 19:12:45.409+00",136,-77.0,83
195,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:07:18.039+00","2022-11-13 22:07:28.404+00",122,-75.0,65
196,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:07:18.067+00","2022-11-13 22:07:28.426+00",122,-84.0,65
197,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:07:28.412+00","2022-11-13 22:07:28.412+00",141,-80.0,65
198,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:07:44.543+00","2022-11-13 22:08:15.872+00",2,-48.0,65
199,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:07:44.576+00","2022-11-13 22:08:15.881+00",158,-79.0,65
200,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:07:44.593+00","2022-11-13 22:08:15.889+00",128,-76.0,65
201,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:06:53.076+00","2022-11-13 22:06:53.434+00",357,-93.0,72
202,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:06:53.125+00","2022-11-13 22:09:18.495+00",99,-77.0,72
203,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:06:53.163+00","2022-11-13 22:09:18.546+00",16,-57.0,72
204,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:07:23.071+00","2022-11-13 22:08:53.625+00",137,-49.0,72
205,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:09:28.352+00","2022-11-13 22:09:28.7+00",136,-87.0,72
206,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:09:28.424+00","2022-11-13 22:09:28.751+00",10,-56.0,72
207,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:09:39.329+00","2022-11-13 22:09:39.719+00",135,-70.0,72
208,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:09:39.397+00","2022-11-13 22:09:39.75+00",6,-50.0,72
209,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:10:02.697+00","2022-11-13 22:10:02.697+00",110,-69.0,72
210,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:10:10.509+00","2022-11-13 22:10:10.571+00",40,-69.0,72
211,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:05:17.022+00","2022-11-13 22:07:02.236+00",30,-64.0,66
212,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:05:17.037+00","2022-11-13 22:06:05.641+00",296,-90.0,66
213,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:06:05.61+00","2022-11-13 22:07:28.179+00",128,-77.0,66
214,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:10:35.563+00","2022-11-13 22:10:35.614+00",0,-42.0,65
215,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:10:35.581+00","2022-11-13 22:10:35.623+00",51,-65.0,65
216,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:10:38.042+00","2022-11-13 22:10:38.078+00",47,-65.0,65
217,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:10:41.26+00","2022-11-13 22:10:41.302+00",69,-68.0,65
218,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:05:49.378+00","2022-11-13 22:06:00.527+00",106,-72.0,52
219,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:05:49.392+00","2022-11-13 22:06:00.538+00",132,-76.0,52
220,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:11:59.741+00","2022-11-13 22:11:59.771+00",126,-74.0,50
221,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:12:13.754+00","2022-11-13 22:12:13.784+00",126,-79.0,50
222,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 13:00:51.818+00","2022-11-12 13:00:51.818+00",57,-79.0,16
223,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 13:01:16.887+00","2022-11-12 13:01:16.887+00",186,-78.0,15
224,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-12 13:04:54.28+00","2022-11-12 13:05:28.731+00",101,-71.0,13
225,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","207ff938-b66d-4137-8343-7088616af16f","2022-11-12 13:05:15.31+00","2022-11-12 13:05:28.778+00",120,-73.0,13
226,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:08:46.396+00","2022-11-13 22:08:46.461+00",432,-95.0,65
227,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:08:46.428+00","2022-11-13 22:08:52.917+00",315,-91.0,65
228,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:08:46.438+00","2022-11-13 22:08:52.925+00",381,-98.0,65
229,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-13 22:08:52.869+00","2022-11-13 22:08:52.912+00",217,-85.0,65
230,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 22:13:59.29+00","2022-11-13 22:13:59.315+00",278,-89.0,65
231,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-13 22:14:16.977+00","2022-11-13 22:14:33.929+00",1,-50.0,65
232,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:14:17.017+00","2022-11-13 22:14:17.162+00",630,-102.0,65
233,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:14:17.719+00","2022-11-13 22:14:32.809+00",0,-39.0,35
234,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:14:55.84+00","2022-11-13 22:15:22.562+00",0,-38.0,35
235,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-13 22:14:55.064+00","2022-11-13 22:16:25.364+00",2,-56.0,65
236,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:15:42.977+00","2022-11-13 22:15:43.147+00",630,-102.0,65
237,"a90d7e53-db59-49be-9ccd-5709053f3202","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:16:18.719+00","2022-11-13 22:16:18.853+00",315,-91.0,49
238,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:11:07.272+00","2022-11-13 22:11:07.406+00",29,-62.0,65
239,"4dc30af1-793b-47c6-83ad-8412f2ff4f7c","207ff938-b66d-4137-8343-7088616af16f","2022-11-11 00:15:06.408+00","2022-11-11 00:15:06.426+00",4,-51.0,35
240,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 23:04:25.826+00","2022-11-13 23:04:25.905+00",171,-81.0,63
241,"207ff938-b66d-4137-8343-7088616af16f","4dc30af1-793b-47c6-83ad-8412f2ff4f7c","2022-11-13 23:04:43.034+00","2022-11-13 23:04:43.152+00",4,-65.0,63
242,"4dc30af1-793b-47c6-83ad-8412f2ff4f7c","207ff938-b66d-4137-8343-7088616af16f","2022-11-13 23:04:47.662+00","2022-11-13 23:04:51.128+00",4,-68.0,28
243,"207ff938-b66d-4137-8343-7088616af16f","4dc30af1-793b-47c6-83ad-8412f2ff4f7c","2022-11-13 23:04:52.777+00","2022-11-13 23:04:52.874+00",9,-52.0,63
244,"207ff938-b66d-4137-8343-7088616af16f","000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","2022-11-14 13:02:29.742+00","2022-11-14 13:02:53.179+00",111,-73.0,99
245,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-13 22:15:38.414+00","2022-11-13 22:17:28.783+00",0,-37.0,35
246,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:15:38.474+00","2022-11-13 22:15:38.701+00",592,-101.0,35
247,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 15:52:27.397+00","2022-11-14 15:52:27.397+00",22,-55.0,86
248,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 15:52:42.947+00","2022-11-14 15:53:28.56+00",40,-68.0,85
249,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 15:55:48.278+00","2022-11-14 15:55:48.35+00",111,-73.0,85
250,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 15:58:57.102+00","2022-11-14 15:58:57.176+00",40,-64.0,85
251,"000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","207ff938-b66d-4137-8343-7088616af16f","2022-11-14 13:13:57.954+00","2022-11-14 13:13:57.954+00",671,-103.0,37
252,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-13 22:10:18.8+00","2022-11-13 22:10:18.893+00",115,-72.0,72
253,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-14 16:01:38.553+00","2022-11-14 16:01:38.553+00",1,-55.0,96
254,"207ff938-b66d-4137-8343-7088616af16f","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:01:38.564+00","2022-11-14 16:01:38.564+00",66,-55.0,96
255,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-14 16:01:38.58+00","2022-11-14 16:01:38.58+00",30,-55.0,96
256,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:01:38.593+00","2022-11-14 16:01:38.593+00",104,-78.0,96
257,"207ff938-b66d-4137-8343-7088616af16f","000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","2022-11-14 16:01:38.605+00","2022-11-14 16:01:38.605+00",184,-89.0,96
258,"b6661f70-3752-433b-9b22-6446c959522c","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:01:49.616+00","2022-11-14 16:08:23.637+00",31,-63.0,52
259,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-14 16:01:49.675+00","2022-11-14 16:08:23.671+00",3,-50.0,52
260,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:01:49.746+00","2022-11-14 16:08:23.707+00",97,-70.0,52
261,"b6661f70-3752-433b-9b22-6446c959522c","000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","2022-11-14 16:01:49.802+00","2022-11-14 16:08:23.738+00",171,-74.0,52
262,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-14 16:01:49.84+00","2022-11-14 16:08:23.773+00",131,-77.0,52
263,"a90d7e53-db59-49be-9ccd-5709053f3202","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 15:52:34.349+00","2022-11-14 15:52:34.371+00",12,-57.0,6
264,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:00:25.185+00","2022-11-14 16:00:50.741+00",116,-67.0,100
265,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:00:25.223+00","2022-11-14 16:00:50.756+00",116,-74.0,100
266,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-14 16:21:34.61+00","2022-11-14 16:21:44.882+00",116,-73.0,100
267,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:21:34.634+00","2022-11-14 16:21:44.892+00",230,-82.0,100
268,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:21:34.652+00","2022-11-14 16:21:44.905+00",261,-88.0,100
269,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","2022-11-14 16:21:34.672+00","2022-11-14 16:21:44.919+00",490,-98.0,100
270,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-14 16:21:34.687+00","2022-11-14 16:21:44.934+00",460,-97.0,100
271,"000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:01:23.15+00","2022-11-14 16:01:23.15+00",357,-88.0,36
272,"000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-14 16:01:23.181+00","2022-11-14 16:01:23.181+00",369,-93.0,36
273,"000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:01:23.196+00","2022-11-14 16:01:23.196+00",357,-93.0,36
274,"b6661f70-3752-433b-9b22-6446c959522c","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:08:53.069+00","2022-11-14 16:31:23.527+00",55,-66.0,50
275,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-14 16:08:53.137+00","2022-11-14 16:31:23.558+00",97,-73.0,50
276,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:08:53.192+00","2022-11-14 16:26:51.577+00",131,-73.0,50
277,"b6661f70-3752-433b-9b22-6446c959522c","000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","2022-11-14 16:08:53.227+00","2022-11-14 16:31:23.589+00",132,-76.0,50
278,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-14 16:08:53.261+00","2022-11-14 16:31:23.633+00",177,-88.0,50
279,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:28:23.193+00","2022-11-14 16:29:23.669+00",490,-98.0,46
287,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-14 16:01:55.397+00","2022-11-14 16:02:10.413+00",105,-71.0,96
288,"207ff938-b66d-4137-8343-7088616af16f","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:01:55.415+00","2022-11-14 16:02:10.43+00",112,-76.0,96
289,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-14 16:01:55.432+00","2022-11-14 16:02:10.445+00",113,-67.0,96
290,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-14 16:01:55.448+00","2022-11-14 16:02:30.9+00",3,-46.0,96
291,"207ff938-b66d-4137-8343-7088616af16f","000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","2022-11-14 16:01:55.464+00","2022-11-14 16:02:10.471+00",122,-73.0,96
292,"000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","b6661f70-3752-433b-9b22-6446c959522c","2022-11-14 16:29:25.918+00","2022-11-14 16:29:36.323+00",278,-88.0,35
293,"000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","a98df9f9-acaa-402d-81d0-11dd4cdf8a36","2022-11-14 16:29:25.952+00","2022-11-14 16:29:36.354+00",287,-89.0,35
294,"000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-14 16:29:25.961+00","2022-11-14 16:29:36.366+00",406,-95.0,35
